Ben Koyack,JAC,TE,0.640473997,0.42,0.778743769,59
Paul Perkins,NYG,RB,0.64,0,0.514790698,86
Raheem Mostert,SF,RB,0.638,0.19,0.9068,87
Brian Quick,WAS,WR,0.629226539,0.285334324,0.838831395,138
Johnny Holton,OAK,WR,0.61513373,0.265,0.815986919,139
Josh Hill,NO,TE,0.611659733,0.18,0.882374164,60
Aaron Ripkowski,GB,RB,0.605618755,0.31,0.934044071,88
Austin Carr,NO,WR,0.595,0.595,0.595,140
Terron Ward,ATL,RB,0.571,0.571,0.571,89
David Morgan,MIN,TE,0.560777117,0.222,0.773240426,61
Jeremy Sprinkle,WAS,TE,0.558716196,0.305,0.717833739,62
Josh Malone,CIN,WR,0.549365527,0.368,0.663108511,141
Terrell Watson,PIT,RB,0.524365247,0,1.03009817,90
Tanner McEvoy,SEA,WR,0.514184623,0.19,0.688227639,142
Josh Reynolds,LAR,WR,0.513965825,0.337,0.624949544,143
Jamaal Williams,GB,RB,0.507795476,0.031991085,0.770143465,91
Kyle Sloter,MIN,QB,0.5024,0.5024,0.5024,31
Ross Travis,KC,TE,0.499013373,0.368,0.581178116,63
Arrelious Benn,JAC,WR,0.480912176,0.19,0.698277204,144
Nick Williams,ATL,WR,0.479123328,0.29,0.587613372,145
Clive Walford,OAK,TE,0.474931649,0.45,0.490567477,64
Richard Rodgers,GB,TE,0.454320951,0.271,0.569290274,65
Jamize Olawale,OAK,RB,0.450138715,0.315334324,0.552397568,92
Matthew Dayes,CLE,RB,0.449490005,0.16,0.679075375,93
Bobby Rainey,BAL,RB,0.436369239,0,0.785087835,94
Blake Bell,MIN,TE,0.435240713,0.38,0.469884802,66
Brandon Williams,IND,TE,0.434306092,0.36,0.480906991,67
Levine Toilolo,ATL,TE,0.419316493,0.17,0.575674772,68
Randall Telfer,CLE,TE,0.40656315,0.19,0.542380243,69
Patrick DiMarco,BUF,RB,0.395422156,0.16,0.589444985,95
Derek Carrier,LAR,TE,0.389589896,0.24,0.483404863,70
Anthony Fasano,MIA,TE,0.387325409,0.27,0.460905775,71
Lance Dunbar,LAR,RB,0.38,0,0.305656977,96
