"playerId","player","team","position","age","exp","bye","points","lower","upper","sdPts","positionRank","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","salary"
2552408,"Darren Waller","OAK","TE",27,4,6,9.23526784577057,7.34622798887859,11.8096729489727,2.30811800147893,3,0.0986883162726873,2,4.4634449600941,NA,4,1.3,7.71824033335679,NA,6700
2540158,"Zach Ertz","PHI","TE",29,6,10,9.21828642585381,7.37182947173309,10.5333415671841,1.67385781449344,4,0.656673080685733,2,3.16151209545103,NA,4.3,1.4,6.26635546859548,NA,6600
2506404,"Frank Gore","BUF","RB",36,14,6,9.20011413114801,7.26539940387481,11.4834103181494,2.44658609847563,24,0.301946756599618,7,4.21801091427458,NA,30.7,2.5,3.71475506049643,NA,5700
2560809,"Sony Michel","NE","RB",24,1,10,9.19963245989623,8.103,9.85125778126726,0.744386308350308,25,0.835376299546168,7,1.74825778126726,NA,21.7,4.2,5.06846701472746,NA,6100
2560858,"Josh Rosen","MIA","QB",22,1,5,9.0599342382467,4.39322852983988,11.2451990652174,2.90698416799833,30,7.17489394206599,9,6.85197053537751,NA,29.9,0.4,2.00809830479495,NA,6200
2560957,"Mark Andrews","BAL","TE",23,1,8,9.05487263314195,5.90548841519926,11.8327694611203,2.52208647844636,5,1.17188636846366,2,5.92728104592105,NA,4.2,0.4,7.82828648517546,NA,6100
2558245,"Harrison Butker","KC","K",24,2,12,9.04095084346109,7.44901566455763,10.0685041895065,1.1339141510494,4,0.170078644515325,2,2.61948852494891,NA,2.1,0.9,3.65065929211498,NA,NA
2533039,"Alshon Jeffery","PHI","WR",29,7,10,9.00840600227984,7.12166020864381,10.9576480940262,2.18936785533609,27,0.141720372396943,4,3.83598788538242,NA,37.9,2.6,3.06743537894731,NA,6700
2560908,"Leighton Vander Esch","DAL","LB",22,1,8,9.00521018798163,7.64996932515337,10.6027198379592,1.98075232659002,2,0.0981278339632343,1,2.95275051280587,NA,6.1,2.1,3.17534323004198,NA,NA
2552315,"Jordan Hicks","ARI","LB",27,4,12,8.92792006459175,7.65,10.2301995057567,1.97670766837687,3,0.0591008777953057,1,2.5801995057567,NA,8.3,3.1,3.4219184692255,NA,NA
2543847,"John Brown","BUF","WR",29,5,6,8.88912150245484,6.761,11.257002480845,2.97800250158542,28,0.0807909202284343,4,4.49600248084496,NA,38.7,3.8,3.73710571440702,NA,5600
2532966,"Bobby Wagner","SEA","LB",29,7,11,8.88624464344505,6.55017382413088,10.7919627787582,2.37074386307152,4,0.131681025353517,1,4.24178895462734,NA,2.3,1.9,3.12602818220528,NA,NA
2556521,"Kaimi Fairbairn","HOU","K",25,3,10,8.88014690296976,7.79,9.33790883233512,0.602036724377279,5,0.123223568810145,3,1.54790883233512,NA,5.5,1.1,3.3321620980398,NA,NA
2504797,"Matt Bryant","ATL","K",44,17,9,8.86159749492178,7.4,9.50961743496787,0.824771679098401,6,0.262439196319617,3,2.10961743496787,NA,9.1,1.4,3.80277999362698,NA,NA
2533056,"Luke Kuechly","CAR","LB",28,7,7,8.85139373014784,7.36092024539877,10.5499631913089,2.05573222821217,5,0.259175143128484,1,3.18904294591016,NA,3.7,1,2.90411046694011,NA,NA
2555346,"Will Fuller","HOU","WR",25,3,10,8.84424975731095,6.42,11.4210679206057,3.38008030803433,29,0.143638865915326,4,5.00106792060567,NA,39.3,3.4,3.51388226925378,NA,5900
2562580,"Mecole Hardman","KC","WR",49,0,12,8.77241140714185,6.296,11.5097814922795,2.94303819615562,30,0.153790009191308,4,5.21378149227947,NA,33.2,3.9,3.79291157569533,NA,6500
